time,dt,theta,alpha,th_dot,al_dot,voltage,mode
0.0,0.02,-0.17,177.53999999999996,0.0,0.0,0.1882328987121582,SAC
0.09198737144470215,0.09198737144470215,-0.52,177.37,-0.013281502201967681,-0.006451015355240078,0.2721794843673706,SAC
0.11213350296020508,0.02014613151550293,-0.7000000000000001,177.37,-0.04181325045640434,-0.005160812284192063,0.25204911828041077,SAC
0.13333392143249512,0.02120041847229004,-0.7000000000000001,177.37,-0.03345060036512348,-0.004128649827353651,0.2640104219317436,SAC
0.15408110618591309,0.02074718475341797,-0.7000000000000001,177.37,-0.026760480292098782,-0.0033029198618829206,0.2810475770384073,SAC
0.17489266395568848,0.02081155776977539,-0.7000000000000001,177.19,-0.021408384233679027,-0.03283318165264833,0.25830727396532893,SAC
0.19608044624328613,0.021187782287597656,-0.7000000000000001,177.19,-0.017126707386943222,-0.026266545322118664,0.2618893204489723,SAC
0.21747851371765137,0.021398067474365234,-0.7000000000000001,177.19,-0.013701365909554578,-0.021013236257694932,0.2719119949906599,SAC
0.23810148239135742,0.020622968673706055,-0.7000000000000001,177.19,-0.010961092727643663,-0.016810589006155948,0.2808340015835711,SAC
0.25935935974121094,0.021257877349853516,-0.52,177.37,0.02078809993987041,0.016108502917062915,0.3133135752996168,SAC
0.2798326015472412,0.020473241806030273,-0.52,177.37,0.01663047995189633,0.012886802333650332,0.323839255952862,SAC
0.30016517639160156,0.02033257484436035,-0.52,177.53999999999996,0.013304383961517063,0.03949472460756347,0.32848959325554006,SAC
0.32101869583129883,0.020853519439697266,-0.52,177.53999999999996,0.010643507169213652,0.031595779686050776,0.3314156320601853,SAC
0.3419802188873291,0.020961523056030273,-0.52,177.53999999999996,0.008514805735370922,0.025276623748840623,0.3335684379123265,SAC
0.36226391792297363,0.02028369903564453,-0.52,177.53999999999996,0.006811844588296739,0.0202212989990725,0.3351553857462566,SAC
0.3835413455963135,0.021277427673339844,-0.52,177.53999999999996,0.005449475670637392,0.016177039199258,0.336371107409668,SAC
0.4039487838745117,0.020407438278198242,-0.52,177.53999999999996,0.004359580536509914,0.0129416313594064,0.3372962500976563,SAC
