time,dt,theta,alpha,th_dot,al_dot,voltage,mode
2.6702880859375e-05,2.6702880859375e-05,137.63,0.17,0.0,-47059.98083329387,-3.0,SAC
0.039302825927734375,0.039276123046875,137.63,0.35000000000000003,0.0,-28235.956505039856,-5.25,SAC
0.06259584426879883,0.023293018341064453,137.63,-0.87,0.0,-16941.939557943555,-6.9375,SAC
0.08350086212158203,0.020905017852783203,137.63,-5.27,0.0,-10166.633132929359,-8.203125,SAC
0.1035318374633789,0.020030975341796875,137.63,-12.12,0.0,-6102.3672833008095,-9.15234375,SAC
0.1261906623840332,0.022658824920654297,137.63,-16.87,0.0,-3662.8838728719206,-9.8642578125,SAC
0.14990997314453125,0.023719310760498047,137.63,-20.39,0.0,-2198.7663671443215,-10.0,SAC
0.17132067680358887,0.021410703659057617,137.63,-23.55,0.0,-1320.2901909879256,-10.0,SAC
0.19478702545166016,0.02346634864807129,137.63,-25.48,0.0,-792.7482960313536,-10.0,SAC
0.21773004531860352,0.02294301986694336,137.63,-25.83,0.0,-475.75547889750004,-10.0,SAC
0.2416248321533203,0.023894786834716797,137.63,-23.9,0.0,-284.8894010850424,-10.0,SAC
0.2622709274291992,0.020646095275878906,137.63,-20.39,0.0,-169.74676137092112,-10.0,SAC
0.28499770164489746,0.022726774215698242,137.63,-15.64,0.0,-100.38892956264498,-10.0,SAC
0.305816650390625,0.02081894874572754,137.63,-11.42,0.0,-58.81824508547912,-10.0,SAC
0.3291656970977783,0.02334904670715332,137.63,-7.91,0.0,-34.24146426060491,-8.334521770477295,SAC
0.35164690017700195,0.022481203079223633,137.63,-5.44,0.0,-19.777844294498188,-3.5250471353530886,SAC
0.37642788887023926,0.024780988693237305,137.63,-2.2800000000000002,0.0,-10.976469225062154,-1.180233353376389,SAC
0.3999497890472412,0.023521900177001953,137.63,1.4,0.0,-5.49365486984315,-2.2712007299065595,SAC
0.4216268062591553,0.021677017211914062,137.63,5.27,0.0,-2.049817714618472,1.117933147028088,SAC
0.4422588348388672,0.020632028579711914,137.63,7.91,0.0,-0.3365864716033544,3.516596222575753,SAC
0.46663689613342285,0.024378061294555664,137.63,10.37,0.0,0.5025356327642552,-0.19857759426813626,SAC
0.48709774017333984,0.020460844039916992,137.63,12.48,0.0,1.021461322414309,2.320146203407784,SAC
0.5113997459411621,0.024302005767822266,137.63,14.94,0.0,1.3195690724193927,-1.0764229592910857,SAC
0.5316417217254639,0.020241975784301758,137.63,15.99,0.0,1.1538791584893735,2.177959384230416,SAC
0.5520687103271484,0.02042698860168457,137.63,15.82,0.0,0.6342267189832289,2.040392260035605,SAC
0.5766236782073975,0.024554967880249023,137.63,14.41,0.0,-0.02034647146057289,4.215838018268891,SAC
