time/iterations,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,train/approx_kl,train/loss,train/clip_range,train/value_loss,train/n_updates,train/learning_rate,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/std,train/clip_fraction
41,1549,500.0,13326.724338370002,671744,433,0.005559245,102178.5546875,0.2,209029.73880208333,600,0.000211696,-1.347515507042408,0.5751744508743286,-0.0025208221986152543,0.925144374370575,0.0325927734375
42,1549,500.0,13221.27952452,688128,443,0.0040864595,102739.2734375,0.2,207565.71061197916,615,0.0002092384,-1.3401214540004731,0.5837661623954773,-0.0024186405554549612,0.9228273034095764,0.023360188802083334
43,1550,500.0,13289.03318586,704512,454,0.004563148,103731.8671875,0.2,210438.28883463543,630,0.0002067808,-1.3322387479245663,0.5975611209869385,-0.0016122630711227733,0.9120504856109619,0.01998291015625
44,1550,500.0,13471.00598917,720896,464,0.0055118976,98472.8828125,0.2,199440.21214192707,645,0.00020432319999999998,-1.320304395010074,0.5785438418388367,-0.003375659640247856,0.9013701677322388,0.03951416015625
45,1550,500.0,13582.733450509999,737280,475,0.0039722463,104239.46875,0.2,210004.81240234376,660,0.00020186559999999998,-1.3120203969379267,0.5983226895332336,-0.002357704865183526,0.8972664475440979,0.016483561197916666
46,1550,500.0,13831.621374629998,753664,486,0.003969348,107288.0859375,0.2,214891.19654947918,675,0.00019940799999999996,-1.3066694448391596,0.606903076171875,-0.00175534829783525,0.8912596702575684,0.016426595052083333
47,1550,500.0,13922.08236768,770048,496,0.00431199,108256.46875,0.2,216630.09361979167,690,0.00019695039999999996,-1.300506310661634,0.6084692478179932,-0.001731382467551157,0.8846753239631653,0.021728515625
48,1550,500.0,14000.767182239995,786432,507,0.0045488197,106580.265625,0.2,215449.03955078125,705,0.00019449279999999997,-1.291412422557672,0.6182253360748291,-0.0019023304155174022,0.8772628307342529,0.019950358072916667
49,1551,500.0,13924.610300940001,802816,517,0.0039250776,99804.140625,0.2,210551.06106770833,720,0.00019203519999999997,-1.28598870113492,0.6098769903182983,-0.002233972392908375,0.8746777176856995,0.02177734375
50,1551,500.0,13929.46874366,819200,527,0.0037306023,107849.1796875,0.2,214876.9302408854,735,0.00018957759999999998,-1.2819349989295006,0.616428554058075,-0.001380354777938919,0.8697492480278015,0.0130859375
51,1552,500.0,13979.92644777,835584,538,0.0036482774,102386.046875,0.2,215586.04309895833,750,0.00018711999999999998,-1.2777980712552865,0.6364713907241821,-0.001645794283831492,0.8662431240081787,0.0164306640625
52,1552,500.0,14111.424855299998,851968,548,0.0042063273,110386.09375,0.2,221683.45325520833,765,0.0001846624,-1.271180192132791,0.6419962644577026,-0.0015748839295459524,0.8594627976417542,0.01690673828125
53,1552,500.0,14291.193107120002,868352,559,0.0026923167,105489.5234375,0.2,214780.33841145833,780,0.00018220480000000002,-1.26758157958587,0.6406493186950684,-0.0013446301706911375,0.8604320287704468,0.0041544596354166664
54,1552,500.0,14347.784781059998,884736,569,0.0031657256,110296.0234375,0.2,216194.38401692707,795,0.00017974719999999997,-1.269772049287955,0.6329418420791626,-0.001888306899733531,0.8625102639198303,0.013382975260416667
55,1552,500.0,14445.310348790004,901120,580,0.0047081374,109132.09375,0.2,215472.79075520832,810,0.00017728959999999998,-1.2656876059869926,0.6418398022651672,-0.002213347392292538,0.8539761304855347,0.0253662109375
56,1553,500.0,14531.530632900001,917504,590,0.0038165208,108313.3515625,0.2,219744.71080729167,825,0.00017483199999999996,-1.2609446381529172,0.633663535118103,-0.0021075583455967715,0.8532966375350952,0.0193603515625
57,1553,500.0,14576.82165267,933888,601,0.0040403437,107573.9140625,0.2,222845.4642578125,840,0.00017237439999999996,-1.2561111303667227,0.6520706415176392,-0.0012941853171165956,0.8461138010025024,0.014351399739583333
58,1553,500.0,14582.759093890001,950272,611,0.0048405267,107509.7734375,0.2,216857.6890299479,855,0.00016991679999999997,-1.2465074772636096,0.6431887149810791,-0.0024852344514025996,0.8383226990699768,0.028377278645833334
59,1553,500.0,14636.172147610001,966656,622,0.0012983121,109531.921875,0.2,220959.264453125,870,0.0001674592,-1.2467130832374096,0.6643682718276978,-0.00132602265124054,0.8466311693191528,0.004447428385416666
60,1553,500.0,14682.79416829,983040,632,0.0018733736,112480.46875,0.2,222813.5978190104,885,0.0001650016,-1.2568269491195678,0.6568020582199097,-0.0005938243530787683,0.8523211479187012,0.004044596354166667
61,1553,500.0,14790.427286969998,999424,643,0.003128615,107185.3671875,0.2,218614.87721354168,900,0.000162544,-1.261520736416181,0.6464759707450867,-0.002435842239841198,0.8562930822372437,0.013541666666666667
62,1553,500.0,14782.809072880002,1015808,653,0.0011420961,107737.765625,0.2,218965.163671875,915,0.0001600864,-1.2701066037019093,0.6426423788070679,-0.0006373126462373573,0.8664755821228027,0.002018229166666667
63,1553,500.0,14729.102642369999,1032192,664,0.0021566604,108412.28125,0.2,220405.58671875,930,0.0001576288,-1.2778081469237805,0.6522698402404785,-0.0006937649098593587,0.8694578409194946,0.0033650716145833333
64,1553,500.0,14702.70071158,1048576,674,0.004167008,103584.5546875,0.2,208330.35514322916,945,0.0001551712,-1.2760907135903836,0.6366550922393799,-0.0019243604641815183,0.864155650138855,0.02303466796875
65,1553,500.0,14695.24395039,1064960,685,0.0028027548,105262.2109375,0.2,214669.20358072917,960,0.0001527136,-1.2721522937218348,0.6614503860473633,-0.001318649487075163,0.8633884191513062,0.006087239583333333
66,1553,500.0,14806.073251520002,1081344,695,0.0038005235,105787.609375,0.2,214567.2111002604,975,0.000150256,-1.2712010324001313,0.6611251831054688,-0.0022093989750525604,0.8623075485229492,0.019632975260416668
67,1554,500.0,14916.751770269997,1097728,706,0.0021224027,110139.0859375,0.2,222375.26048177082,990,0.00014779839999999998,-1.2766547260185084,0.6495840549468994,-0.0015173230533643315,0.8718311190605164,0.007515462239583334
68,1554,500.0,15020.034488919999,1114112,716,0.002844364,106959.453125,0.2,217158.64720052082,1005,0.0001453408,-1.2827393914262453,0.6506171822547913,-0.001066630434676578,0.8725287318229675,0.009305826822916667
69,1554,500.0,15085.028963800001,1130496,727,0.0023093093,108017.90625,0.2,221149.56751302083,1020,0.0001428832,-1.2796398423612119,0.6318913698196411,-0.0004389868741175936,0.8683205246925354,0.0015706380208333334
70,1554,500.0,15119.923044210002,1146880,737,0.0017172409,107743.5546875,0.2,218247.5453450521,1035,0.0001404256,-1.2831362672150135,0.6105353236198425,-0.0015011397814911713,0.8778408169746399,0.007840983072916667
71,1554,500.0,15083.88108747,1163264,748,0.0027161601,108456.4140625,0.2,218106.39254557292,1050,0.000137968,-1.2894572662810484,0.6147072315216064,-0.0008810487168375402,0.8785176277160645,0.006396484375
72,1554,500.0,15012.099826900003,1179648,759,0.0042032683,107066.96875,0.2,212065.13245442708,1065,0.00013551039999999998,-1.2875205717980862,0.6166888475418091,-0.001968083471850453,0.8748851418495178,0.02440185546875
73,1554,500.0,15003.928836300003,1196032,769,0.004068587,105082.953125,0.2,212985.49173177083,1080,0.0001330528,-1.2816406520704429,0.6128528714179993,-0.0019461143056105357,0.8692189455032349,0.018941243489583332
74,1554,500.0,15072.942888000001,1212416,780,0.002609767,107374.34375,0.2,215959.7251953125,1095,0.0001305952,-1.2804842631022135,0.6531033515930176,-0.0007325516095685695,0.8707082271575928,0.00648193359375
75,1553,500.0,15155.119036280003,1228800,790,0.002737659,106757.0,0.2,214440.7576497396,1110,0.0001281376,-1.2842643489440282,0.602354884147644,-0.0011335980590956752,0.8761668801307678,0.010343424479166667
76,1553,500.0,15128.828655000001,1245184,801,0.0026120928,104161.265625,0.2,214318.48971354167,1125,0.00012568,-1.285800439119339,0.6216976046562195,-0.0005205215923827685,0.8744443655014038,0.0033487955729166667
77,1553,500.0,15081.885137219999,1261568,811,0.0026176749,105234.59375,0.2,214779.41663411458,1140,0.00012322239999999998,-1.2869476025303206,0.6367620825767517,-0.001053623279343204,0.8781232833862305,0.006547037760416667
78,1553,500.0,15112.67963737,1277952,822,0.0029072398,105473.375,0.2,213387.42727864583,1155,0.00012076479999999999,-1.2892112453778586,0.6192848682403564,-0.0007560869935938779,0.8777170181274414,0.006624348958333333
79,1553,500.0,15132.63011345,1294336,833,0.0026303623,106808.15625,0.2,213805.0814778646,1170,0.00011830719999999999,-1.287059589723746,0.6090113520622253,-0.0006104840019058125,0.8754237294197083,0.00299072265625
80,1553,500.0,15179.712703349998,1310720,843,0.0037371055,102694.03125,0.2,211542.7228515625,1185,0.0001158496,-1.2872292637825011,0.6060149669647217,-0.001671340890485832,0.8772799968719482,0.016446940104166665
81,1553,500.0,15194.223661740001,1327104,854,0.003845098,108786.5546875,0.2,214869.10494791667,1200,0.00011339199999999997,-1.284849933286508,0.6152963042259216,-0.0010281595921696862,0.8714630603790283,0.010408528645833333
82,1553,500.0,15209.732778860001,1343488,864,0.00037574128,104619.1875,0.2,211969.21337890625,1215,0.00011093439999999998,-1.2800921293596426,0.596577525138855,-0.0005781744827496974,0.8695392608642578,0.001806640625
83,1553,500.0,15207.212462279997,1359872,875,0.002001523,105348.921875,0.2,212821.20439453126,1230,0.00010847679999999998,-1.2818463643391926,0.6340407133102417,-0.00034863555374613496,0.873564600944519,0.002978515625
84,1553,500.0,15097.5733012,1376256,885,0.003111378,102657.09375,0.2,211361.6591796875,1245,0.00010601919999999999,-1.2853077925741672,0.6102319955825806,-0.0009298648263211362,0.875412106513977,0.007649739583333333
85,1553,500.0,15096.970464920001,1392640,896,0.0033241939,101698.03125,0.2,204495.20179036458,1260,0.00010356160000000001,-1.285958843678236,0.6397634744644165,-0.0012661801767535508,0.8752241730690002,0.011808268229166667
86,1553,500.0,15102.86924412,1409024,907,0.00067738886,105197.6953125,0.2,209754.46217447918,1275,0.00010110399999999997,-1.2887472306688628,0.6330159306526184,-0.0005182006820784106,0.8808062076568604,0.00089111328125
87,1553,500.0,15162.41744484,1425408,917,0.0026207017,102354.7890625,0.2,210601.25618489584,1290,9.864639999999998e-05,-1.2929502233862877,0.6307442784309387,-0.000457253037893679,0.8813287019729614,0.0030314127604166665
88,1553,500.0,15205.06267577,1441792,928,0.003986614,104004.921875,0.2,209951.8140625,1305,9.61888e-05,-1.288796253502369,0.6244423389434814,-0.0011949705660905844,0.8744164705276489,0.01392822265625
89,1553,500.0,15168.1569076,1458176,938,0.0010449511,105664.8125,0.2,209984.4291341146,1320,9.37312e-05,-1.284922407567501,0.6325559616088867,-0.0005028921719106923,0.8747106194496155,1.6276041666666666e-05
90,1553,500.0,15222.23832539,1474560,949,0.0033918547,103618.921875,0.2,208674.09544270832,1335,9.12736e-05,-1.2827866464853286,0.6315170526504517,-0.001158075988496421,0.8712393045425415,0.008577473958333333
91,1553,500.0,15268.98450407,1490944,959,0.0005623802,108001.8203125,0.2,212634.9135091146,1350,8.881599999999998e-05,-1.2840464668969314,0.6149556636810303,-0.0007652623195705625,0.8774644732475281,0.0024088541666666668
92,1553,500.0,15327.24617228,1507328,970,0.00023620446,104110.1484375,0.2,211692.01640625,1365,8.635839999999999e-05,-1.2869563686350982,0.6105232238769531,-0.0004318429266277235,0.875624418258667,0.0003946940104166667
93,1553,500.0,15337.11292991,1523712,981,0.0016816959,105748.2265625,0.2,211313.4728515625,1380,8.39008e-05,-1.286180627097686,0.6240817308425903,-0.00014030090787855442,0.8755437731742859,0.00018717447916666668
94,1553,500.0,15301.33285607,1540096,991,0.004154228,104859.3046875,0.2,210849.19375,1395,8.14432e-05,-1.2846638488272826,0.6090418100357056,-0.00153469098804635,0.8722540140151978,0.015165201822916667
95,1552,500.0,15307.64398705,1556480,1002,0.0015051034,104031.4921875,0.2,207781.9558919271,1410,7.89856e-05,-1.2848881922662259,0.6445600986480713,-0.0006826317622956897,0.8774041533470154,0.00223388671875
96,1552,500.0,15309.276406579995,1572864,1012,0.0015759587,104259.9140625,0.2,208704.11022135417,1425,7.652799999999998e-05,-1.286825888355573,0.6240849494934082,-0.00030640252589364536,0.8751439452171326,0.0005208333333333333
97,1552,500.0,15339.688686910002,1589248,1023,0.002311341,105828.34375,0.2,210980.11936848957,1440,7.407039999999999e-05,-1.2871632968386015,0.6288353204727173,-0.0003900939842424123,0.8773419857025146,0.002498372395833333
98,1552,500.0,15288.09179813,1605632,1034,0.0022582791,103421.578125,0.2,208827.27434895834,1455,7.161279999999999e-05,-1.2880557887256145,0.6069962978363037,-0.0008653368364321068,0.8776139616966248,0.002010091145833333
99,1552,500.0,15250.983952579998,1622016,1044,0.0046172384,100923.203125,0.2,205149.71116536457,1470,6.915520000000001e-05,-1.287383106102546,0.6058089137077332,-0.0020197004690999166,0.8750005960464478,0.025821940104166666
100,1552,500.0,15195.618527329998,1638400,1055,0.002184789,104346.4375,0.2,209101.67119140626,1485,6.669760000000002e-05,-1.285235695540905,0.6483114361763,-0.0014085986227049337,0.8756944537162781,0.004667154947916667
101,1552,500.0,15250.390063480001,1654784,1065,0.002139626,103605.28125,0.2,206583.54886067708,1500,6.423999999999998e-05,-1.2862295324603716,0.6380454301834106,-0.00047397892570491724,0.8756353259086609,0.0009602864583333333
102,1552,500.0,15258.868717140002,1671168,1076,0.0006960555,101740.8671875,0.2,208736.79222005207,1515,6.178239999999999e-05,-1.287919566531976,0.6392754316329956,-0.0013824900682569325,0.8797152638435364,0.0042724609375
103,1552,500.0,15289.576495610003,1687552,1087,0.0034305686,103739.2421875,0.2,207448.25625,1530,5.93248e-05,-1.2923014571269353,0.6371233463287354,-0.001685900094404739,0.8818119764328003,0.011275227864583333
104,1552,500.0,15323.86311259,1703936,1097,0.0033247476,102968.9765625,0.2,208204.20032552083,1545,5.68672e-05,-1.2930813213189443,0.6389225125312805,-0.0008388716836634557,0.8808504343032837,0.005765787760416667
105,1552,500.0,15304.93498046,1720320,1108,0.00032065707,105266.8671875,0.2,208557.284765625,1560,5.440960000000001e-05,-1.293517663081487,0.6076154708862305,-0.000493920370718115,0.8836838006973267,0.0005696614583333334
106,1552,500.0,15331.04544711,1736704,1118,0.002144447,100889.6328125,0.2,203978.533203125,1575,5.1951999999999986e-05,-1.296731023490429,0.619900107383728,-0.0008842923894311146,0.8864701390266418,0.0018636067708333334
107,1552,500.0,15317.07969532,1753088,1129,0.0015265292,104711.2734375,0.2,207308.02705078124,1590,4.949439999999999e-05,-1.2993572634955248,0.6391693353652954,-0.0008840678047514909,0.8888739943504333,0.002262369791666667
108,1552,500.0,15368.736546690001,1769472,1139,0.0009933321,103123.671875,0.2,206987.68004557292,1605,4.70368e-05,-1.3016092605888843,0.6177827715873718,-0.0002200945804361254,0.8896924257278442,4.069010416666667e-06
109,1552,500.0,15383.7739817,1785856,1150,0.0011802528,103200.1875,0.2,207623.48701171874,1620,4.457920000000001e-05,-1.3024198611577351,0.6107298135757446,-0.0002407810417935252,0.8903080224990845,0.0
110,1552,500.0,15386.54975891,1802240,1160,0.0018659243,103048.90625,0.2,207766.38896484376,1635,4.212159999999998e-05,-1.3033471658825875,0.6099278330802917,-0.0004223905916054112,0.8912997841835022,0.00064697265625
111,1552,500.0,15405.633510070002,1818624,1171,6.273939e-05,100107.015625,0.2,206610.64407552083,1650,3.966399999999999e-05,-1.3034321712950865,0.6127471923828125,-0.00012922794727880196,0.8904924392700195,4.069010416666667e-06
112,1552,500.0,15339.905305190001,1835008,1182,0.0013288159,106063.625,0.2,207435.11223958334,1665,3.72064e-05,-1.3030407239993413,0.6008995771408081,-0.0005589588907848035,0.8909097909927368,0.0009969075520833333
113,1552,500.0,15335.74558831,1851392,1192,0.0034402367,98950.8671875,0.2,201937.60234375,1680,3.47488e-05,-1.3038134125371774,0.6070569157600403,-0.0010385363796861686,0.8910284638404846,0.005208333333333333
114,1552,500.0,15291.07989084,1867776,1203,0.0002865779,101708.5859375,0.2,206412.485546875,1695,3.229120000000001e-05,-1.3027506584922472,0.6121703386306763,-0.00023552354323328473,0.8896194696426392,4.069010416666667e-06
115,1552,500.0,15301.656970970005,1884160,1213,0.00057698495,102590.796875,0.2,205870.65026041667,1710,2.9833599999999985e-05,-1.3017587505280972,0.6162874698638916,-0.0002439506758188751,0.8892634510993958,0.0
116,1552,500.0,15281.132225179997,1900544,1224,0.00028034096,101224.6640625,0.2,203279.5922200521,1725,2.737599999999999e-05,-1.302435090392828,0.6404644250869751,-0.000702906919104862,0.8909177780151367,0.00029703776041666664
117,1552,500.0,15280.798110279997,1916928,1234,0.00048898556,101603.84375,0.2,205419.59166666667,1740,2.49184e-05,-1.30347192188104,0.6605428457260132,-0.000530457278243072,0.8910084366798401,0.00011800130208333333
118,1552,500.0,15324.578670459998,1933312,1245,0.0012677413,101554.03125,0.2,204280.88860677084,1755,2.2460800000000007e-05,-1.3035361851255098,0.627410888671875,-0.00047701634854699175,0.8910413980484009,6.510416666666667e-05
119,1551,500.0,15356.683410749996,1949696,1256,0.0005805061,102218.6171875,0.2,205705.81484375,1770,2.0003200000000012e-05,-1.3035683877766133,0.5932197570800781,-0.00025278903000677626,0.8910473585128784,0.0
120,1551,500.0,15395.806244010004,1966080,1266,3.8461734e-05,100678.578125,0.2,206309.42412109376,1785,1.7545599999999987e-05,-1.3035902972022693,0.6140193343162537,-4.523966623916446e-05,0.8910870552062988,0.0
121,1551,500.0,15376.93160528,1982464,1277,8.227187e-05,103951.1328125,0.2,205274.67457682293,1800,1.5087999999999992e-05,-1.3033576692144075,0.5914510488510132,-7.230207229440566e-05,0.8905978202819824,0.0
122,1551,500.0,15377.04171684,1998848,1287,2.281378e-05,101300.7578125,0.2,204882.85250651042,1815,1.26304e-05,-1.3035848759114743,0.6051678657531738,-9.305478112461666e-05,0.8915411829948425,0.0
123,1552,500.0,15363.33511896,2015232,1298,8.239844e-06,103755.8828125,0.2,206280.23180338542,1830,1.0172800000000007e-05,-1.3041465741892655,0.6023815870285034,-2.2327851911541075e-05,0.8915405869483948,0.0
